annotation_id,mature_topic,space,rank,candidate_topic,image_path,github_image_url,topic_n_2019,topic_f_2019,topic_n_2020,topic_f_2020,topic_n_2021,topic_f_2021,topic_n_2022,topic_f_2022,topic_n_2023,topic_f_2023,ref_n_2024,ref_f_2024,score,passed_all_gates
WS0029,explainable-ai,problem,3,post-hoc explainer disagreement,construction_v2/final_results/explainable-ai/problem/passed_all_gates/frequency_individual/03_post-hoc_explainer_disagreement.png,https://raw.githubusercontent.com/rebeccaz4/weak-signal-benchmark/main/construction_v2/final_results/explainable-ai/problem/passed_all_gates/frequency_individual/03_post-hoc_explainer_disagreement.png,0,0.0,0,0.0,0,0.0,1,0.00041459369817578774,2,0.00046274872744099955,6,0.00082930200414651,0.07008914407727733,True
WS0030,explainable-ai,problem,4,explanation effectiveness,construction_v2/final_results/explainable-ai/problem/passed_all_gates/frequency_individual/04_explanation_effectiveness.png,https://raw.githubusercontent.com/rebeccaz4/weak-signal-benchmark/main/construction_v2/final_results/explainable-ai/problem/passed_all_gates/frequency_individual/04_explanation_effectiveness.png,0,0.0,1,0.0007132667617689016,0,0.0,0,0.0,5,0.0011568718186024988,13,0.001796821008984105,0.0012293294165758748,True
WS0031,explainable-ai,solution,1,perturbation-based explanation evaluation,construction_v2/final_results/explainable-ai/solution/passed_all_gates/frequency_individual/01_perturbation-based_explanation_evaluation.png,https://raw.githubusercontent.com/rebeccaz4/weak-signal-benchmark/main/construction_v2/final_results/explainable-ai/solution/passed_all_gates/frequency_individual/01_perturbation-based_explanation_evaluation.png,0,0.0,0,0.0,0,0.0,2,0.0008291873963515755,4,0.0009254974548819991,14,0.0019350380096751902,0.02359021517910185,True
WS0032,explainable-ai,solution,2,explanation method benchmarking,construction_v2/final_results/explainable-ai/solution/passed_all_gates/frequency_individual/02_explanation_method_benchmarking.png,https://raw.githubusercontent.com/rebeccaz4/weak-signal-benchmark/main/construction_v2/final_results/explainable-ai/solution/passed_all_gates/frequency_individual/02_explanation_method_benchmarking.png,0,0.0,0,0.0,0,0.0,1,0.00041459369817578774,2,0.00046274872744099955,23,0.003178991015894955,0.023590215152159436,True
WS0033,federated-deep-learning,solution,1,batch normalization in federated learning,construction_v2/final_results/federated-deep-learning/solution/passed_all_gates/frequency_individual/01_batch_normalization_in_federated_learning.png,https://raw.githubusercontent.com/rebeccaz4/weak-signal-benchmark/main/construction_v2/final_results/federated-deep-learning/solution/passed_all_gates/frequency_individual/01_batch_normalization_in_federated_learning.png,0,0.0,0,0.0,1,0.0021929824561403508,0,0.0,3,0.0028328611898017,21,0.014563106796116505,0.002158209343590756,True
WS0034,federated-machine-learning,problem,1,federated multi-task learning,construction_v2/final_results/federated-machine-learning/problem/passed_all_gates/frequency_individual/01_federated_multi-task_learning.png,https://raw.githubusercontent.com/rebeccaz4/weak-signal-benchmark/main/construction_v2/final_results/federated-machine-learning/problem/passed_all_gates/frequency_individual/01_federated_multi-task_learning.png,0,0.0,0,0.0,0,0.0,1,0.0007401924500370096,2,0.0009394081728511038,2,0.0015015015015015015,0.15984132681628704,True
WS0035,federated-machine-learning,problem,2,carbon footprint in federated learning,construction_v2/final_results/federated-machine-learning/problem/passed_all_gates/frequency_individual/02_carbon_footprint_in_federated_learning.png,https://raw.githubusercontent.com/rebeccaz4/weak-signal-benchmark/main/construction_v2/final_results/federated-machine-learning/problem/passed_all_gates/frequency_individual/02_carbon_footprint_in_federated_learning.png,0,0.0,0,0.0,0,0.0,1,0.0007401924500370096,2,0.0009394081728511038,2,0.0015015015015015015,0.15984132681628704,True
WS0036,federated-machine-learning,problem,3,federated machine unlearning,construction_v2/final_results/federated-machine-learning/problem/passed_all_gates/frequency_individual/03_federated_machine_unlearning.png,https://raw.githubusercontent.com/rebeccaz4/weak-signal-benchmark/main/construction_v2/final_results/federated-machine-learning/problem/passed_all_gates/frequency_individual/03_federated_machine_unlearning.png,0,0.0,0,0.0,0,0.0,1,0.0007401924500370096,2,0.0009394081728511038,2,0.0015015015015015015,0.15984132681628704,True
WS0037,federated-machine-learning,solution,1,prototype-based federated learning,construction_v2/final_results/federated-machine-learning/solution/passed_all_gates/frequency_individual/01_prototype-based_federated_learning.png,https://raw.githubusercontent.com/rebeccaz4/weak-signal-benchmark/main/construction_v2/final_results/federated-machine-learning/solution/passed_all_gates/frequency_individual/01_prototype-based_federated_learning.png,0,0.0,0,0.0,0,0.0,1,0.0007401924500370096,3,0.0014091122592766556,4,0.003003003003003003,0.21028436791475305,True
WS0038,federated-machine-learning,solution,2,contrastive learning in federated learning,construction_v2/final_results/federated-machine-learning/solution/passed_all_gates/frequency_individual/02_contrastive_learning_in_federated_learning.png,https://raw.githubusercontent.com/rebeccaz4/weak-signal-benchmark/main/construction_v2/final_results/federated-machine-learning/solution/passed_all_gates/frequency_individual/02_contrastive_learning_in_federated_learning.png,0,0.0,0,0.0,0,0.0,1,0.0007401924500370096,2,0.0009394081728511038,2,0.0015015015015015015,0.07784833674379374,True
WS0039,federated-machine-learning,solution,3,swarm learning,construction_v2/final_results/federated-machine-learning/solution/passed_all_gates/frequency_individual/03_swarm_learning.png,https://raw.githubusercontent.com/rebeccaz4/weak-signal-benchmark/main/construction_v2/final_results/federated-machine-learning/solution/passed_all_gates/frequency_individual/03_swarm_learning.png,0,0.0,0,0.0,0,0.0,1,0.0007401924500370096,2,0.0009394081728511038,2,0.0015015015015015015,0.07784833674379374,True
WS0040,federated-machine-learning,solution,4,sparse training in federated learning,construction_v2/final_results/federated-machine-learning/solution/passed_all_gates/frequency_individual/04_sparse_training_in_federated_learning.png,https://raw.githubusercontent.com/rebeccaz4/weak-signal-benchmark/main/construction_v2/final_results/federated-machine-learning/solution/passed_all_gates/frequency_individual/04_sparse_training_in_federated_learning.png,0,0.0,0,0.0,0,0.0,1,0.0007401924500370096,2,0.0009394081728511038,2,0.0015015015015015015,0.07784833674379374,True
WS0041,federated-machine-learning,solution,5,federated bilevel optimization,construction_v2/final_results/federated-machine-learning/solution/passed_all_gates/frequency_individual/05_federated_bilevel_optimization.png,https://raw.githubusercontent.com/rebeccaz4/weak-signal-benchmark/main/construction_v2/final_results/federated-machine-learning/solution/passed_all_gates/frequency_individual/05_federated_bilevel_optimization.png,0,0.0,1,0.0017271157167530224,1,0.0009852216748768472,5,0.003700962250185048,7,0.0032879286049788633,27,0.02027027027027027,0.035289568010444,True
WS0042,federated-machine-learning,solution,6,vehicular federated learning,construction_v2/final_results/federated-machine-learning/solution/passed_all_gates/frequency_individual/06_vehicular_federated_learning.png,https://raw.githubusercontent.com/rebeccaz4/weak-signal-benchmark/main/construction_v2/final_results/federated-machine-learning/solution/passed_all_gates/frequency_individual/06_vehicular_federated_learning.png,0,0.0,1,0.0017271157167530224,1,0.0009852216748768472,0,0.0,4,0.0018788163457022077,5,0.0037537537537537537,1.960755035094388e-05,True
WS0043,federated-machine-learning,solution,7,distributed optimization in federated learning,construction_v2/final_results/federated-machine-learning/solution/passed_all_gates/frequency_individual/07_distributed_optimization_in_federated_learning.png,https://raw.githubusercontent.com/rebeccaz4/weak-signal-benchmark/main/construction_v2/final_results/federated-machine-learning/solution/passed_all_gates/frequency_individual/07_distributed_optimization_in_federated_learning.png,1,0.0036900369003690036,0,0.0,0,0.0,0,0.0,1,0.0004697040864255519,45,0.033783783783783786,0.0,True
WS0044,large-language-models,problem,1,privacy leakage in NLP models,construction_v2/final_results/large-language-models/problem/passed_all_gates/frequency_individual/01_privacy_leakage_in_nlp_models.png,https://raw.githubusercontent.com/rebeccaz4/weak-signal-benchmark/main/construction_v2/final_results/large-language-models/problem/passed_all_gates/frequency_individual/01_privacy_leakage_in_nlp_models.png,0,0.0,1,0.00032808398950131233,1,0.0005810575246949448,1,0.001037344398340249,3,0.0018018018018018018,49,0.003901584521060594,0.748906409091426,True
WS0045,large-language-models,problem,2,long-context understanding in large language models,construction_v2/final_results/large-language-models/problem/passed_all_gates/frequency_individual/02_long-context_understanding_in_large_language_models.png,https://raw.githubusercontent.com/rebeccaz4/weak-signal-benchmark/main/construction_v2/final_results/large-language-models/problem/passed_all_gates/frequency_individual/02_long-context_understanding_in_large_language_models.png,0,0.0,1,0.00032808398950131233,1,0.0005810575246949448,1,0.001037344398340249,2,0.0012012012012012011,27,0.0021498526952782866,0.5129397317660465,True
WS0046,large-language-models,problem,3,LLM alignment with human feedback,construction_v2/final_results/large-language-models/problem/passed_all_gates/frequency_individual/03_llm_alignment_with_human_feedback.png,https://raw.githubusercontent.com/rebeccaz4/weak-signal-benchmark/main/construction_v2/final_results/large-language-models/problem/passed_all_gates/frequency_individual/03_llm_alignment_with_human_feedback.png,0,0.0,0,0.0,0,0.0,1,0.001037344398340249,4,0.0024024024024024023,47,0.0037423361732622025,0.3693230440032902,True
WS0047,large-language-models,problem,4,machine-generated text detection,construction_v2/final_results/large-language-models/problem/passed_all_gates/frequency_individual/04_machine-generated_text_detection.png,https://raw.githubusercontent.com/rebeccaz4/weak-signal-benchmark/main/construction_v2/final_results/large-language-models/problem/passed_all_gates/frequency_individual/04_machine-generated_text_detection.png,1,0.000392156862745098,3,0.000984251968503937,2,0.0011621150493898896,1,0.001037344398340249,3,0.0018018018018018018,36,0.002866470260371049,0.30254420217422573,True
WS0048,large-language-models,problem,5,pre-trained language model compression,construction_v2/final_results/large-language-models/problem/passed_all_gates/frequency_individual/05_pre-trained_language_model_compression.png,https://raw.githubusercontent.com/rebeccaz4/weak-signal-benchmark/main/construction_v2/final_results/large-language-models/problem/passed_all_gates/frequency_individual/05_pre-trained_language_model_compression.png,1,0.000392156862745098,4,0.0013123359580052493,3,0.0017431725740848344,2,0.002074688796680498,3,0.0018018018018018018,61,0.0048570746078509435,0.19418117286856038,True
WS0049,large-language-models,problem,6,zero-shot task generalization,construction_v2/final_results/large-language-models/problem/passed_all_gates/frequency_individual/06_zero-shot_task_generalization.png,https://raw.githubusercontent.com/rebeccaz4/weak-signal-benchmark/main/construction_v2/final_results/large-language-models/problem/passed_all_gates/frequency_individual/06_zero-shot_task_generalization.png,0,0.0,0,0.0,1,0.0005810575246949448,0,0.0,2,0.0012012012012012011,78,0.006210685564137272,0.019011350633494416,True
WS0050,large-language-models,problem,7,in-context learning mechanisms,construction_v2/final_results/large-language-models/problem/passed_all_gates/frequency_individual/07_in-context_learning_mechanisms.png,https://raw.githubusercontent.com/rebeccaz4/weak-signal-benchmark/main/construction_v2/final_results/large-language-models/problem/passed_all_gates/frequency_individual/07_in-context_learning_mechanisms.png,0,0.0,0,0.0,1,0.0005810575246949448,0,0.0,2,0.0012012012012012011,53,0.0042200812166573775,0.019011350633494416,True
WS0051,large-language-models,problem,8,reasoning abilities in large language models,construction_v2/final_results/large-language-models/problem/passed_all_gates/frequency_individual/08_reasoning_abilities_in_large_language_models.png,https://raw.githubusercontent.com/rebeccaz4/weak-signal-benchmark/main/construction_v2/final_results/large-language-models/problem/passed_all_gates/frequency_individual/08_reasoning_abilities_in_large_language_models.png,0,0.0,0,0.0,0,0.0,4,0.004149377593360996,7,0.004204204204204204,504,0.04013058364519468,0.005772749630529885,True
WS0052,large-language-models,solution,1,retrieval-augmented language models,construction_v2/final_results/large-language-models/solution/passed_all_gates/frequency_individual/01_retrieval-augmented_language_models.png,https://raw.githubusercontent.com/rebeccaz4/weak-signal-benchmark/main/construction_v2/final_results/large-language-models/solution/passed_all_gates/frequency_individual/01_retrieval-augmented_language_models.png,1,0.000392156862745098,6,0.001968503937007874,5,0.002905287623474724,5,0.005186721991701245,19,0.011411411411411412,412,0.03280515964646867,1.0,True
WS0053,large-language-models,solution,2,parameter-efficient tuning,construction_v2/final_results/large-language-models/solution/passed_all_gates/frequency_individual/02_parameter-efficient_tuning.png,https://raw.githubusercontent.com/rebeccaz4/weak-signal-benchmark/main/construction_v2/final_results/large-language-models/solution/passed_all_gates/frequency_individual/02_parameter-efficient_tuning.png,2,0.000784313725490196,3,0.000984251968503937,5,0.002905287623474724,9,0.00933609958506224,15,0.009009009009009009,200,0.01592483477983916,0.4757457831613569,True
WS0054,large-language-models,solution,3,LLM-guided task planning,construction_v2/final_results/large-language-models/solution/passed_all_gates/frequency_individual/03_llm-guided_task_planning.png,https://raw.githubusercontent.com/rebeccaz4/weak-signal-benchmark/main/construction_v2/final_results/large-language-models/solution/passed_all_gates/frequency_individual/03_llm-guided_task_planning.png,0,0.0,0,0.0,0,0.0,1,0.001037344398340249,3,0.0018018018018018018,48,0.0038219603471613983,0.08789379605545208,True
WS0055,large-language-models,solution,4,post-training quantization for large language models,construction_v2/final_results/large-language-models/solution/passed_all_gates/frequency_individual/04_post-training_quantization_for_large_language_models.png,https://raw.githubusercontent.com/rebeccaz4/weak-signal-benchmark/main/construction_v2/final_results/large-language-models/solution/passed_all_gates/frequency_individual/04_post-training_quantization_for_large_language_models.png,0,0.0,0,0.0,0,0.0,1,0.001037344398340249,2,0.0012012012012012011,46,0.0036627119993630068,0.02334684574285287,True
WS0056,large-language-models,solution,5,autoregressive language models,construction_v2/final_results/large-language-models/solution/passed_all_gates/frequency_individual/05_autoregressive_language_models.png,https://raw.githubusercontent.com/rebeccaz4/weak-signal-benchmark/main/construction_v2/final_results/large-language-models/solution/passed_all_gates/frequency_individual/05_autoregressive_language_models.png,0,0.0,1,0.00032808398950131233,0,0.0,1,0.001037344398340249,2,0.0012012012012012011,34,0.002707221912572657,0.02334684574285287,True
WS0057,large-language-models,solution,6,retrieval-augmented question answering,construction_v2/final_results/large-language-models/solution/passed_all_gates/frequency_individual/06_retrieval-augmented_question_answering.png,https://raw.githubusercontent.com/rebeccaz4/weak-signal-benchmark/main/construction_v2/final_results/large-language-models/solution/passed_all_gates/frequency_individual/06_retrieval-augmented_question_answering.png,0,0.0,1,0.00032808398950131233,1,0.0005810575246949448,0,0.0,2,0.0012012012012012011,67,0.005334819651246118,0.0003507540539631735,True
WS0058,large-language-models,solution,7,long-context language models,construction_v2/final_results/large-language-models/solution/passed_all_gates/frequency_individual/07_long-context_language_models.png,https://raw.githubusercontent.com/rebeccaz4/weak-signal-benchmark/main/construction_v2/final_results/large-language-models/solution/passed_all_gates/frequency_individual/07_long-context_language_models.png,0,0.0,1,0.00032808398950131233,0,0.0,0,0.0,2,0.0012012012012012011,190,0.015128593040847202,0.00010314011853783399,True
WS0059,large-language-models,solution,8,code generation models,construction_v2/final_results/large-language-models/solution/passed_all_gates/frequency_individual/08_code_generation_models.png,https://raw.githubusercontent.com/rebeccaz4/weak-signal-benchmark/main/construction_v2/final_results/large-language-models/solution/passed_all_gates/frequency_individual/08_code_generation_models.png,0,0.0,0,0.0,1,0.0005810575246949448,0,0.0,1,0.0006006006006006006,191,0.015208217214746397,9.800106763624755e-05,True
