candidate_id,target_topic,target_topic_slug,candidate_topic,candidate_topic_norm,candidate_topic_type,candidate_source,member_count,source_paper_count,member_candidate_ids,member_topics,source_paper_ids,source_years,missing_source_paper_ids,n_2019,N_2019,N_total_2019,N_survey_excluded_2019,f_2019,topic_f_2019,topic_n_2019,source_paper_ids_2019,n_2020,N_2020,N_total_2020,N_survey_excluded_2020,f_2020,topic_f_2020,topic_n_2020,source_paper_ids_2020,n_2021,N_2021,N_total_2021,N_survey_excluded_2021,f_2021,topic_f_2021,topic_n_2021,source_paper_ids_2021,n_2022,N_2022,N_total_2022,N_survey_excluded_2022,f_2022,topic_f_2022,topic_n_2022,source_paper_ids_2022,n_2023,N_2023,N_total_2023,N_survey_excluded_2023,f_2023,topic_f_2023,topic_n_2023,source_paper_ids_2023,ref_n_2024,ref_N_2024,ref_f_2024,problem_raw_score,problem_onset,problem_slope,problem_intercept,problem_r2,problem_growth,problem_positive_share,problem_end_strength,problem_pre_peak,problem_pre_onset_penalty,problem_fit_score,score,early_topic_peak,onset_to_2023_peak,gate2_strict_2024_validation_peak,gate1_strict_score_positive,gate1_score_positive,gate2_2024_validation_peak,gate3_strict_problem_2023_retention,gate3_problem_2023_retention,gate4_strict_pre_onset_not_too_high,gate4_pre_onset_not_too_high,validation_lift_2024_vs_2023,validation_lift_2024_vs_peak,early_support_n,early_active_years,core_min_ref_n,gate1_core_2024_validation,gate2_core_early_evidence,gate3_core_pre_onset_not_too_high,gate1_selected,gate2_selected,gate3_selected,gate_path,gate_mode,passed_all_gates,selection_source,manual_reason,manual_lift_threshold,manual_lift_2024_vs_peak,manual_passed,manual_topic,manual_space,manual_image_path,solution_raw_score,solution_onset,solution_slope,solution_intercept,solution_r2,solution_growth,solution_positive_share,solution_end_strength,solution_pre_peak,solution_pre_onset_penalty,solution_fit_score,gate3_solution_no_skipped_decline,gate3_solution_skipped_sparse_steps,gate3_solution_failed_steps,gate3_strict_solution_smooth_growth,gate3_solution_strict_smooth_growth,gate3_solution_smooth_growth
db93607132ad15593dca085bb4a0e343,epistemic AI,epistemic-ai,evidence grounding in AI-generated content,evidence grounding in ai-generated content,problem-space,cluster,1,1,"[""374db405daa1434ae7ce8ab4895fc483""]","[""evidence grounding in AI-generated content""]","[""6f4486c3d8ccd638c2a6bcbfafa01b5a3225bcab""]",[2023],[],0,22,22,0,0.0,0.0,0,[],0,51,51,0,0.0,0.0,0,[],0,62,62,0,0.0,0.0,0,[],0,95,98,3,0.0,0.0,0,[],1,142,142,0,0.0070422535211267,0.0070422535211267,1,"[""6f4486c3d8ccd638c2a6bcbfafa01b5a3225bcab""]",3,259,0.0115830115830115,0.0,2019.0,4.535038811693859,-32.1660599276224,0.5,1.0,0.25,1.0,0.0,1.0,0.0,0.0,0.0070422535211267,0.0070422535211267,True,False,False,True,True,True,True,True,1.6447876447876446,1.6447876447876446,1,1,3,True,False,True,True,False,True,core_validated,core,False,manual_rescue,single_early_evidence_with_late_validation,1.2,1.644787644787647,True,epistemic-ai,problem,construction_v2/final_results_core/manual_rescue/epistemic-ai/problem/frequency_individual/01_evidence_grounding_in_ai-generated_content.png,,,,,,,,,,,,,,,,,
901b69041827ac00cddc2827af37efbd,epistemic AI,epistemic-ai,trust in black-box AI,trust in black-box ai,problem-space,cluster,1,1,"[""4fb3d7d60e0b47b04bf62b90c44b3044""]","[""trust in black-box AI""]","[""cbfbe5ca594755b562539022b0d7fd49dc1299a1""]",[2021],[],0,22,22,0,0.0,0.0,0,[],0,51,51,0,0.0,0.0,0,[],1,62,62,0,0.0161290322580645,0.0161290322580645,1,"[""cbfbe5ca594755b562539022b0d7fd49dc1299a1""]",0,95,98,3,0.0,0.0,0,[],0,142,142,0,0.0,0.0,0,[],6,259,0.0231660231660231,0.0,2019.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0161290322580645,0.0161290322580645,False,False,False,False,False,False,True,True,inf,1.4362934362934363,1,1,3,False,False,True,False,False,True,failed,core,False,manual_rescue,single_early_evidence_with_late_validation,1.2,1.4362934362934336,True,epistemic-ai,problem,construction_v2/final_results_core/manual_rescue/epistemic-ai/problem/frequency_individual/02_trust_in_black-box_ai.png,,,,,,,,,,,,,,,,,
8d9585efb37ca005e288773edd93bea6,human centric AI,human-centric-ai,explainability-induced performance degradation,explainability-induced performance degradation,problem-space,cluster,1,1,"[""fae498f50bf5341818a5412cfa1c76e4""]","[""explainability-induced performance degradation""]","[""756b3334fb2b865894dfe9d37d348ba6140751ae""]",[2023],[],0,485,490,5,0.0,0.0,0,[],0,768,782,14,0.0,0.0,0,[],0,1188,1208,20,0.0,0.0,0,[],0,1473,1491,18,0.0,0.0,0,[],1,2702,2755,53,0.0003700962250185,0.0003700962250185,1,"[""756b3334fb2b865894dfe9d37d348ba6140751ae""]",7,5379,0.0013013571295779,0.0,2019.0,3.945854720022079,-31.57687583595061,0.5,1.0,0.25,1.0,0.0,1.0,0.0,0.0,0.0003700962250185,0.0003700962250185,True,False,False,True,True,True,True,True,3.516266964119725,3.516266964119725,1,1,5,True,False,True,True,False,True,core_validated,core,False,manual_rescue,single_early_evidence_with_late_validation,1.5,3.516266964119531,True,human-centric-ai,problem,construction_v2/final_results_core/manual_rescue/human-centric-ai/problem/frequency_individual/01_explainability-induced_performance_degradation.png,,,,,,,,,,,,,,,,,
b81f52c5d9537b6e93cc2fb4207ddfec,human centric AI,human-centric-ai,human compatibility of AI explanations,human compatibility of ai explanations,problem-space,cluster,1,1,"[""8d7728e23baef5c2c772ee3ef4033d3a""]","[""human compatibility of AI explanations""]","[""5e1746995debd1f17c24af01514c727598cc5613""]",[2021],[],0,485,490,5,0.0,0.0,0,[],0,768,782,14,0.0,0.0,0,[],1,1188,1208,20,0.0008417508417508,0.0008417508417508,1,"[""5e1746995debd1f17c24af01514c727598cc5613""]",0,1473,1491,18,0.0,0.0,0,[],0,2702,2755,53,0.0,0.0,0,[],14,5379,0.0026027142591559,0.0,2019.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0008417508417508,0.0008417508417508,True,False,False,True,False,False,True,True,inf,3.092024539877301,1,1,5,True,False,True,True,False,True,core_validated,core,False,manual_rescue,single_early_evidence_with_late_validation,1.5,3.0920245398773627,True,human-centric-ai,problem,construction_v2/final_results_core/manual_rescue/human-centric-ai/problem/frequency_individual/02_human_compatibility_of_ai_explanations.png,,,,,,,,,,,,,,,,,
8a0a8fff0a09a01f6a0a295c1995525b,human centric AI,human-centric-ai,socio-organizational gaps in explainable AI,socio-organizational gaps in explainable ai,problem-space,cluster,1,1,"[""e90b9948f633ed3960a1fd38ed722308""]","[""socio-organizational gaps in explainable AI""]","[""c8965761083d80ff762ce76c08df92d66e01f37d""]",[2021],[],0,485,490,5,0.0,0.0,0,[],0,768,782,14,0.0,0.0,0,[],1,1188,1208,20,0.0008417508417508,0.0008417508417508,1,"[""c8965761083d80ff762ce76c08df92d66e01f37d""]",0,1473,1491,18,0.0,0.0,0,[],0,2702,2755,53,0.0,0.0,0,[],14,5379,0.0026027142591559,0.0,2019.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0008417508417508,0.0008417508417508,True,False,False,True,False,False,True,True,inf,3.092024539877301,1,1,5,True,False,True,True,False,True,core_validated,core,False,manual_rescue,single_early_evidence_with_late_validation,1.5,3.0920245398773627,True,human-centric-ai,problem,construction_v2/final_results_core/manual_rescue/human-centric-ai/problem/frequency_individual/03_socio-organizational_gaps_in_explainable_ai.png,,,,,,,,,,,,,,,,,
9a1512c25c82f6345d6b2718398f26ab,human centric AI,human-centric-ai,environmental and labor harms of AI infrastructure,environmental and labor harms of ai infrastructure,problem-space,cluster,1,1,"[""2b329bae75f56875dd0e19cfd137ca24""]","[""environmental and labor harms of AI infrastructure""]","[""c18ff70a0a0ac21b22e9736ecebc627707924fa7""]",[2021],[],0,485,490,5,0.0,0.0,0,[],0,768,782,14,0.0,0.0,0,[],1,1188,1208,20,0.0008417508417508,0.0008417508417508,1,"[""c18ff70a0a0ac21b22e9736ecebc627707924fa7""]",0,1473,1491,18,0.0,0.0,0,[],0,2702,2755,53,0.0,0.0,0,[],11,5379,0.0020449897750511,0.0,2019.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0008417508417508,0.0008417508417508,True,False,False,True,False,False,True,True,inf,2.4294478527607364,1,1,5,True,False,True,True,False,True,core_validated,core,False,manual_rescue,single_early_evidence_with_late_validation,1.5,2.429447852760827,True,human-centric-ai,problem,construction_v2/final_results_core/manual_rescue/human-centric-ai/problem/frequency_individual/04_environmental_and_labor_harms_of_ai_infrastructure.png,,,,,,,,,,,,,,,,,
e7678e3b289c0364bb7f04b9e7998fdf,human centric AI,human-centric-ai,complementary human-AI performance,complementary human-ai performance,problem-space,cluster,1,1,"[""bd1db62db6073c6ef9c56b3ec474d6ea""]","[""complementary human-AI performance""]","[""ebcbbb8fe297940d79b17aeb6d46bedff9db7fec""]",[2020],[],0,485,490,5,0.0,0.0,0,[],1,768,782,14,0.0013020833333333,0.0013020833333333,1,"[""ebcbbb8fe297940d79b17aeb6d46bedff9db7fec""]",0,1188,1208,20,0.0,0.0,0,[],0,1473,1491,18,0.0,0.0,0,[],0,2702,2755,53,0.0,0.0,0,[],16,5379,0.0029745305818925,0.0,2019.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0013020833333333,0.0013020833333333,True,False,False,True,False,False,True,True,inf,2.2844394868934748,1,1,5,True,False,True,True,False,True,core_validated,core,False,manual_rescue,single_early_evidence_with_late_validation,1.5,2.2844394868934983,True,human-centric-ai,problem,construction_v2/final_results_core/manual_rescue/human-centric-ai/problem/frequency_individual/05_complementary_human-ai_performance.png,,,,,,,,,,,,,,,,,
02006fbaf1a35e6dc1e8fa715bce7321,human centric AI,human-centric-ai,interaction design in human-AI co-creative systems,interaction design in human-ai co-creative systems,problem-space,cluster,1,1,"[""57acf6553f3642e2d91c64c0a0188f1c""]","[""interaction design in human-AI co-creative systems""]","[""aac516e554a54a2440384ee74f726f805eede83f""]",[2022],[],0,485,490,5,0.0,0.0,0,[],0,768,782,14,0.0,0.0,0,[],0,1188,1208,20,0.0,0.0,0,[],1,1473,1491,18,0.0006788866259334,0.0006788866259334,1,"[""aac516e554a54a2440384ee74f726f805eede83f""]",0,2702,2755,53,0.0,0.0,0,[],7,5379,0.0013013571295779,0.0,2019.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0006788866259334,0.0006788866259334,True,False,False,True,False,False,True,True,inf,1.916899051868377,1,1,5,True,False,True,True,False,True,core_validated,core,False,manual_rescue,single_early_evidence_with_late_validation,1.5,1.916899051868442,True,human-centric-ai,problem,construction_v2/final_results_core/manual_rescue/human-centric-ai/problem/frequency_individual/06_interaction_design_in_human-ai_co-creative_systems.png,,,,,,,,,,,,,,,,,
a596848f46241c53d6583a659642b0ac,human centric AI,human-centric-ai,Human oversight of large language models,human oversight of large language models,solution-space,cluster,1,1,"[""48e5e34d0d998b9e0b265ec02464d520""]","[""Human oversight of large language models""]","[""a98862ffe4c18634a67a3df8a965a35e5e0d7ec8""]",[2023],[],0,485,490,5,0.0,0.0,0,[],0,768,782,14,0.0,0.0,0,[],0,1188,1208,20,0.0,0.0,0,[],0,1473,1491,18,0.0,0.0,0,[],1,2702,2755,53,0.0003700962250185,0.0003700962250185,1,"[""a98862ffe4c18634a67a3df8a965a35e5e0d7ec8""]",26,5379,0.0048336121955753,,,,,,,,,,,,0.0,0.0003700962250185,0.0003700962250185,True,False,False,True,,,True,True,13.060420152444694,13.060420152444694,1,1,5,True,False,True,True,False,True,core_validated,core,False,manual_rescue,single_early_evidence_with_late_validation,1.5,13.06042015244463,True,human-centric-ai,solution,construction_v2/final_results_core/manual_rescue/human-centric-ai/solution/frequency_individual/01_human_oversight_of_large_language_models.png,0.0,2019.0,3.945854720022079,-31.57687583595061,0.5,1.0,0.25,1.0,0.0,1.0,0.0,True,,,True,True,True
6e403dcca97189aef34fd581855f9fa0,human centric AI,human-centric-ai,socially situated explainable AI,socially situated explainable ai,solution-space,cluster,1,1,"[""80e905ca79626e704d8a805d20f2a82d""]","[""socially situated explainable AI""]","[""c8965761083d80ff762ce76c08df92d66e01f37d""]",[2021],[],0,485,490,5,0.0,0.0,0,[],0,768,782,14,0.0,0.0,0,[],1,1188,1208,20,0.0008417508417508,0.0008417508417508,1,"[""c8965761083d80ff762ce76c08df92d66e01f37d""]",0,1473,1491,18,0.0,0.0,0,[],0,2702,2755,53,0.0,0.0,0,[],14,5379,0.0026027142591559,,,,,,,,,,,,0.0,0.0008417508417508,0.0008417508417508,True,False,False,True,,,True,True,inf,3.092024539877301,1,1,5,True,False,True,True,False,True,core_validated,core,False,manual_rescue,single_early_evidence_with_late_validation,1.5,3.0920245398773627,True,human-centric-ai,solution,construction_v2/final_results_core/manual_rescue/human-centric-ai/solution/frequency_individual/02_socially_situated_explainable_ai.png,0.0,2019.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,False,2021->2022,,True,False,True
2f3689ca06b85d5aa9223c7a405f2d49,human centric AI,human-centric-ai,context shift detection in AI systems,context shift detection in ai systems,solution-space,cluster,1,1,"[""d103f060355bd8879d918b504e9fa809""]","[""context shift detection in AI systems""]","[""264b9b136889da3b4d7e50ef58c77678b35dc3e0""]",[2021],[],0,485,490,5,0.0,0.0,0,[],0,768,782,14,0.0,0.0,0,[],1,1188,1208,20,0.0008417508417508,0.0008417508417508,1,"[""264b9b136889da3b4d7e50ef58c77678b35dc3e0""]",0,1473,1491,18,0.0,0.0,0,[],0,2702,2755,53,0.0,0.0,0,[],13,5379,0.0024168060977876,,,,,,,,,,,,0.0,0.0008417508417508,0.0008417508417508,True,False,False,True,,,True,True,inf,2.871165644171779,1,1,5,True,False,True,True,False,True,core_validated,core,False,manual_rescue,single_early_evidence_with_late_validation,1.5,2.8711656441718114,True,human-centric-ai,solution,construction_v2/final_results_core/manual_rescue/human-centric-ai/solution/frequency_individual/03_context_shift_detection_in_ai_systems.png,0.0,2019.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,False,2021->2022,,True,False,True
76c10b0b7a82959b29eb720b09d10305,human centric AI,human-centric-ai,AI explanation design for trust calibration,ai explanation design for trust calibration,solution-space,cluster,1,1,"[""9f42c99d4cbe44e7f0afb4c4f5a47fe9""]","[""AI explanation design for trust calibration""]","[""ebcbbb8fe297940d79b17aeb6d46bedff9db7fec""]",[2020],[],0,485,490,5,0.0,0.0,0,[],1,768,782,14,0.0013020833333333,0.0013020833333333,1,"[""ebcbbb8fe297940d79b17aeb6d46bedff9db7fec""]",0,1188,1208,20,0.0,0.0,0,[],0,1473,1491,18,0.0,0.0,0,[],0,2702,2755,53,0.0,0.0,0,[],16,5379,0.0029745305818925,,,,,,,,,,,,0.0,0.0013020833333333,0.0013020833333333,True,False,False,True,,,True,True,inf,2.2844394868934748,1,1,5,True,False,True,True,False,True,core_validated,core,False,manual_rescue,single_early_evidence_with_late_validation,1.5,2.2844394868934983,True,human-centric-ai,solution,construction_v2/final_results_core/manual_rescue/human-centric-ai/solution/frequency_individual/04_ai_explanation_design_for_trust_calibration.png,0.0,2019.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,False,2020->2021,,True,False,True
a7c4ffa8512bb731e4812d2b6cb42977,human centric AI,human-centric-ai,interaction modeling frameworks for human-AI co-creativity,interaction modeling frameworks for human-ai co-creativity,solution-space,cluster,1,1,"[""2aa164ef410c0a2f9ededbe8010af253""]","[""interaction modeling frameworks for human-AI co-creativity""]","[""aac516e554a54a2440384ee74f726f805eede83f""]",[2022],[],0,485,490,5,0.0,0.0,0,[],0,768,782,14,0.0,0.0,0,[],0,1188,1208,20,0.0,0.0,0,[],1,1473,1491,18,0.0006788866259334,0.0006788866259334,1,"[""aac516e554a54a2440384ee74f726f805eede83f""]",0,2702,2755,53,0.0,0.0,0,[],7,5379,0.0013013571295779,,,,,,,,,,,,0.0,0.0006788866259334,0.0006788866259334,True,False,False,True,,,True,True,inf,1.916899051868377,1,1,5,True,False,True,True,False,True,core_validated,core,False,manual_rescue,single_early_evidence_with_late_validation,1.5,1.916899051868442,True,human-centric-ai,solution,construction_v2/final_results_core/manual_rescue/human-centric-ai/solution/frequency_individual/05_interaction_modeling_frameworks_for_human-ai_co-creativity.png,0.0,2019.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,False,2022->2023,,True,False,True
d8764b157bc4d702b2a42d46cadc83fb,human centric AI,human-centric-ai,cognitive bias mitigation in AI explanations,cognitive bias mitigation in ai explanations,solution-space,cluster,1,1,"[""05041de0f359d1cfd767ca00d81bf518""]","[""cognitive bias mitigation in AI explanations""]","[""f738a685cd06dbc6a59a511b53ef5b0c65d03b47""]",[2019],[],1,485,490,5,0.002061855670103,0.002061855670103,1,"[""f738a685cd06dbc6a59a511b53ef5b0c65d03b47""]",0,768,782,14,0.0,0.0,0,[],0,1188,1208,20,0.0,0.0,0,[],0,1473,1491,18,0.0,0.0,0,[],0,2702,2755,53,0.0,0.0,0,[],18,5379,0.0033463469046291,,,,,,,,,,,,0.0,0.002061855670103,0.002061855670103,True,False,False,True,,,True,True,inf,1.62297824874512,1,1,5,True,False,True,True,False,True,core_validated,core,False,manual_rescue,single_early_evidence_with_late_validation,1.5,1.6229782487451865,True,human-centric-ai,solution,construction_v2/final_results_core/manual_rescue/human-centric-ai/solution/frequency_individual/06_cognitive_bias_mitigation_in_ai_explanations.png,0.0,2019.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,False,2019->2020,,True,False,True
3452b201939948aa57bd26ab9ec447a2,human centric AI,human-centric-ai,theory-driven explainable AI,theory-driven explainable ai,solution-space,cluster,1,1,"[""cc543a8ae8114e6b6a9b802e17cf9481""]","[""theory-driven explainable AI""]","[""f738a685cd06dbc6a59a511b53ef5b0c65d03b47""]",[2019],[],1,485,490,5,0.002061855670103,0.002061855670103,1,"[""f738a685cd06dbc6a59a511b53ef5b0c65d03b47""]",0,768,782,14,0.0,0.0,0,[],0,1188,1208,20,0.0,0.0,0,[],0,1473,1491,18,0.0,0.0,0,[],0,2702,2755,53,0.0,0.0,0,[],18,5379,0.0033463469046291,,,,,,,,,,,,0.0,0.002061855670103,0.002061855670103,True,False,False,True,,,True,True,inf,1.62297824874512,1,1,5,True,False,True,True,False,True,core_validated,core,False,manual_rescue,single_early_evidence_with_late_validation,1.5,1.6229782487451865,True,human-centric-ai,solution,construction_v2/final_results_core/manual_rescue/human-centric-ai/solution/frequency_individual/07_theory-driven_explainable_ai.png,0.0,2019.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,False,2019->2020,,True,False,True
e003f8f28fdea03f23f1a120c7bb3ee1,multimodal hate speech detection,multimodal-hate-speech-detection,cross-modal reasoning in hateful meme detection,cross-modal reasoning in hateful meme detection,problem-space,cluster,1,1,"[""beee6f86bfc210662f7cd3b07b3544a7""]","[""cross-modal reasoning in hateful meme detection""]","[""9db8034f51981ce588caa9f44633a0b46e16d5cc""]",[2023],[],0,2,2,0,0.0,0.0,0,[],0,9,9,0,0.0,0.0,0,[],0,12,12,0,0.0,0.0,0,[],0,11,11,0,0.0,0.0,0,[],1,22,22,0,0.0454545454545454,0.0454545454545454,1,"[""9db8034f51981ce588caa9f44633a0b46e16d5cc""]",6,56,0.1071428571428571,0.0,2019.0,4.907995732518445,-32.53901684844698,0.4999999999999999,1.0,0.25,1.0,0.0,1.0,0.0,0.0,0.0454545454545454,0.0454545454545454,True,False,False,True,True,True,True,True,2.3571428571428568,2.3571428571428568,1,1,3,True,False,True,True,False,True,core_validated,core,False,manual_rescue,single_early_evidence_with_late_validation,1.2,2.357142857142859,True,multimodal-hate-speech-detection,problem,construction_v2/final_results_core/manual_rescue/multimodal-hate-speech-detection/problem/frequency_individual/01_cross-modal_reasoning_in_hateful_meme_detection.png,,,,,,,,,,,,,,,,,
2d3c87956fa63dabab55794fddd4fc06,multimodal hate speech detection,multimodal-hate-speech-detection,prompt-based caption generation with frozen vision-language models,prompt-based caption generation with frozen vision-language models,solution-space,cluster,1,1,"[""b2cab9ec3afb113dfab87edb6369cdc6""]","[""prompt-based caption generation with frozen vision-language models""]","[""9db8034f51981ce588caa9f44633a0b46e16d5cc""]",[2023],[],0,2,2,0,0.0,0.0,0,[],0,9,9,0,0.0,0.0,0,[],0,12,12,0,0.0,0.0,0,[],0,11,11,0,0.0,0.0,0,[],1,22,22,0,0.0454545454545454,0.0454545454545454,1,"[""9db8034f51981ce588caa9f44633a0b46e16d5cc""]",6,56,0.1071428571428571,,,,,,,,,,,,0.0,0.0454545454545454,0.0454545454545454,True,False,False,True,,,True,True,2.3571428571428568,2.3571428571428568,1,1,3,True,False,True,True,False,True,core_validated,core,False,manual_rescue,single_early_evidence_with_late_validation,1.2,2.357142857142859,True,multimodal-hate-speech-detection,solution,construction_v2/final_results_core/manual_rescue/multimodal-hate-speech-detection/solution/frequency_individual/01_prompt-based_caption_generation_with_frozen_vision-language_models.png,0.0,2019.0,4.907995732518445,-32.53901684844698,0.4999999999999999,1.0,0.25,1.0,0.0,1.0,0.0,True,,,True,True,True
841f6c27404b95a98c313cc09686943c,self-supervised learning CNN,self-supervised-learning-cnn,unpaired image denoising,unpaired image denoising,problem-space,cluster,1,1,"[""372cf699d044558420193ab234ef0054""]","[""unpaired image denoising""]","[""d30920e7619a5016f9efe8c7d1d720920a0bd058""]",[2020],[],0,128,128,0,0.0,0.0,0,[],1,229,231,2,0.0043668122270742,0.0043668122270742,1,"[""d30920e7619a5016f9efe8c7d1d720920a0bd058""]",0,325,328,3,0.0,0.0,0,[],0,388,390,2,0.0,0.0,0,[],0,465,466,1,0.0,0.0,0,[],3,497,0.0060362173038229,0.0,2019.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0043668122270742,0.0043668122270742,False,False,False,False,False,False,True,True,inf,1.3822937625754528,1,1,3,False,False,True,False,False,True,failed,core,False,manual_rescue,single_early_evidence_with_late_validation,1.2,1.3822937625754554,True,self-supervised-learning-cnn,problem,construction_v2/final_results_core/manual_rescue/self-supervised-learning-cnn/problem/frequency_individual/01_unpaired_image_denoising.png,,,,,,,,,,,,,,,,,
